methodName,doc,parentName,parsedAPIReferenceUrl,pythonReferenceUrl
get_items_as_bytes,"Get the items in the dataset as raw bytes.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    item_format (str): Format of the results, possible values are: json, jsonl, csv, html, xlsx, xml and rss. The default value is json.
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    bom (bool, optional): All text responses are encoded in UTF-8 encoding.
        By default, csv files are prefixed with the UTF-8 Byte Order Mark (BOM),
        while json, jsonl, xml, html and rss files are not. If you want to override this default behavior,
        specify bom=True query parameter to include the BOM or bom=False to skip it.
    delimiter (str, optional): A delimiter character for CSV files. The default delimiter is a simple comma (,).
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_header_row (bool, optional): If True, then header row in the csv format is skipped.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    xml_root (str, optional): Overrides default root element name of xml output. By default the root element is items.
    xml_row (str, optional): Overrides default element name that wraps each page or page function result object in xml output.
        By default the element name is item.
    flatten (list of str, optional): A list of fields that should be flattened

Returns:
    bytes: The dataset items as raw bytes",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClient#get_items_as_bytes
stream_items,"Retrieve the items in the dataset as a stream.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    item_format (str): Format of the results, possible values are: json, jsonl, csv, html, xlsx, xml and rss. The default value is json.
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    bom (bool, optional): All text responses are encoded in UTF-8 encoding.
        By default, csv files are prefixed with the UTF-8 Byte Order Mark (BOM),
        while json, jsonl, xml, html and rss files are not. If you want to override this default behavior,
        specify bom=True query parameter to include the BOM or bom=False to skip it.
    delimiter (str, optional): A delimiter character for CSV files. The default delimiter is a simple comma (,).
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_header_row (bool, optional): If True, then header row in the csv format is skipped.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    xml_root (str, optional): Overrides default root element name of xml output. By default the root element is items.
    xml_row (str, optional): Overrides default element name that wraps each page or page function result object in xml output.
        By default the element name is item.

Returns:
    httpx.Response: The dataset items as a context-managed streaming Response",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClient#stream_items
push_items,"Push items to the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/put-items

Args:
    items: The items which to push in the dataset. Either a stringified JSON, a dictionary, or a list of strings or dictionaries.",DatasetClient,https://docs.apify.com/api/v2#/reference/datasets/item-collection/put-items,https://docs.apify.com/api/client/python/reference/class/DatasetClient#push_items
__init__,Initialize the DatasetClientAsync.,DatasetClientAsync,,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#__init__
get,"Retrieve the dataset.

https://docs.apify.com/api/v2#/reference/datasets/dataset/get-dataset

Returns:
    dict, optional: The retrieved dataset, or None, if it does not exist",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/dataset/get-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#get
update,"Update the dataset with specified fields.

https://docs.apify.com/api/v2#/reference/datasets/dataset/update-dataset

Args:
    name (str, optional): The new name for the dataset

Returns:
    dict: The updated dataset",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/dataset/update-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#update
delete,"Delete the dataset.

https://docs.apify.com/api/v2#/reference/datasets/dataset/delete-dataset",DatasetClientAsync,,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#delete
list_items,"List the items of the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    flatten (list of str, optional): A list of fields that should be flattened
    view (str, optional): Name of the dataset view to be used

Returns:
    ListPage: A page of the list of dataset items according to the specified filters.",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#list_items
iterate_items,"Iterate over the items in the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.

Yields:
    dict: An item from the dataset",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#iterate_items
get_items_as_bytes,"Get the items in the dataset as raw bytes.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    item_format (str): Format of the results, possible values are: json, jsonl, csv, html, xlsx, xml and rss. The default value is json.
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    bom (bool, optional): All text responses are encoded in UTF-8 encoding.
        By default, csv files are prefixed with the UTF-8 Byte Order Mark (BOM),
        while json, jsonl, xml, html and rss files are not. If you want to override this default behavior,
        specify bom=True query parameter to include the BOM or bom=False to skip it.
    delimiter (str, optional): A delimiter character for CSV files. The default delimiter is a simple comma (,).
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_header_row (bool, optional): If True, then header row in the csv format is skipped.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    xml_root (str, optional): Overrides default root element name of xml output. By default the root element is items.
    xml_row (str, optional): Overrides default element name that wraps each page or page function result object in xml output.
        By default the element name is item.
    flatten (list of str, optional): A list of fields that should be flattened

Returns:
    bytes: The dataset items as raw bytes",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#get_items_as_bytes
stream_items,"Retrieve the items in the dataset as a stream.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items

Args:
    item_format (str): Format of the results, possible values are: json, jsonl, csv, html, xlsx, xml and rss. The default value is json.
    offset (int, optional): Number of items that should be skipped at the start. The default value is 0
    limit (int, optional): Maximum number of items to return. By default there is no limit.
    desc (bool, optional): By default, results are returned in the same order as they were stored.
        To reverse the order, set this parameter to True.
    clean (bool, optional): If True, returns only non-empty items and skips hidden fields (i.e. fields starting with the # character).
        The clean parameter is just a shortcut for skip_hidden=True and skip_empty=True parameters.
        Note that since some objects might be skipped from the output, that the result might contain less items than the limit value.
    bom (bool, optional): All text responses are encoded in UTF-8 encoding.
        By default, csv files are prefixed with the UTF-8 Byte Order Mark (BOM),
        while json, jsonl, xml, html and rss files are not. If you want to override this default behavior,
        specify bom=True query parameter to include the BOM or bom=False to skip it.
    delimiter (str, optional): A delimiter character for CSV files. The default delimiter is a simple comma (,).
    fields (list of str, optional): A list of fields which should be picked from the items,
        only these fields will remain in the resulting record objects.
        Note that the fields in the outputted items are sorted the same way as they are specified in the fields parameter.
        You can use this feature to effectively fix the output format.
    omit (list of str, optional): A list of fields which should be omitted from the items.
    unwind (str, optional): Name of a field which should be unwound.
        If the field is an array then every element of the array will become a separate record and merged with parent object.
        If the unwound field is an object then it is merged with the parent object.
        If the unwound field is missing or its value is neither an array nor an object and therefore cannot be merged with a parent object,
        then the item gets preserved as it is. Note that the unwound items ignore the desc parameter.
    skip_empty (bool, optional): If True, then empty items are skipped from the output.
        Note that if used, the results might contain less items than the limit value.
    skip_header_row (bool, optional): If True, then header row in the csv format is skipped.
    skip_hidden (bool, optional): If True, then hidden fields are skipped from the output, i.e. fields starting with the # character.
    xml_root (str, optional): Overrides default root element name of xml output. By default the root element is items.
    xml_row (str, optional): Overrides default element name that wraps each page or page function result object in xml output.
        By default the element name is item.

Returns:
    httpx.Response: The dataset items as a context-managed streaming Response",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/item-collection/get-items,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#stream_items
push_items,"Push items to the dataset.

https://docs.apify.com/api/v2#/reference/datasets/item-collection/put-items

Args:
    items: The items which to push in the dataset. Either a stringified JSON, a dictionary, or a list of strings or dictionaries.",DatasetClientAsync,https://docs.apify.com/api/v2#/reference/datasets/item-collection/put-items,https://docs.apify.com/api/client/python/reference/class/DatasetClientAsync#push_items
__init__,Initialize the KeyValueStoreClient.,KeyValueStoreClient,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#__init__
get,"Retrieve the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/get-store

Returns:
    dict, optional: The retrieved key-value store, or None if it does not exist",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/get-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#get
update,"Update the key-value store with specified fields.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/update-store

Args:
    name (str, optional): The new name for key-value store

Returns:
    dict: The updated key-value store",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/update-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#update
delete,"Delete the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/delete-store",KeyValueStoreClient,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#delete
list_keys,"List the keys in the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/key-collection/get-list-of-keys

Args:
    limit (int, optional): Number of keys to be returned. Maximum value is 1000
    exclusive_start_key (str, optional): All keys up to this one (including) are skipped from the result

Returns:
    dict: The list of keys in the key-value store matching the given arguments",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/key-collection/get-list-of-keys,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#list_keys
get_record,"Retrieve the given record from the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve
    as_bytes (bool, optional): Deprecated, use `get_record_as_bytes()` instead. Whether to retrieve the record as raw bytes, default False
    as_file (bool, optional): Deprecated, use `stream_record()` instead. Whether to retrieve the record as a file-like object, default False

Returns:
    dict, optional: The requested record, or None, if the record does not exist",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#get_record
get_record_as_bytes,"Retrieve the given record from the key-value store, without parsing it.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve

Returns:
    dict, optional: The requested record, or None, if the record does not exist",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#get_record_as_bytes
stream_record,"Retrieve the given record from the key-value store, as a stream.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve

Returns:
    dict, optional: The requested record as a context-managed streaming Response, or None, if the record does not exist",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#stream_record
set_record,"Set a value to the given record in the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/put-record

Args:
    key (str): The key of the record to save the value to
    value (Any): The value to save into the record
    content_type (str, optional): The content type of the saved value",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/record/put-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#set_record
delete_record,"Delete the specified record from the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/delete-record

Args:
    key (str): The key of the record which to delete",KeyValueStoreClient,https://docs.apify.com/api/v2#/reference/key-value-stores/record/delete-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClient#delete_record
__init__,Initialize the KeyValueStoreClientAsync.,KeyValueStoreClientAsync,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#__init__
get,"Retrieve the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/get-store

Returns:
    dict, optional: The retrieved key-value store, or None if it does not exist",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/get-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#get
update,"Update the key-value store with specified fields.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/update-store

Args:
    name (str, optional): The new name for key-value store

Returns:
    dict: The updated key-value store",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/update-store,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#update
delete,"Delete the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/store-object/delete-store",KeyValueStoreClientAsync,,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#delete
list_keys,"List the keys in the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/key-collection/get-list-of-keys

Args:
    limit (int, optional): Number of keys to be returned. Maximum value is 1000
    exclusive_start_key (str, optional): All keys up to this one (including) are skipped from the result

Returns:
    dict: The list of keys in the key-value store matching the given arguments",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/key-collection/get-list-of-keys,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#list_keys
get_record,"Retrieve the given record from the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve
    as_bytes (bool, optional): Deprecated, use `get_record_as_bytes()` instead. Whether to retrieve the record as raw bytes, default False
    as_file (bool, optional): Deprecated, use `stream_record()` instead. Whether to retrieve the record as a file-like object, default False

Returns:
    dict, optional: The requested record, or None, if the record does not exist",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#get_record
get_record_as_bytes,"Retrieve the given record from the key-value store, without parsing it.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve

Returns:
    dict, optional: The requested record, or None, if the record does not exist",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#get_record_as_bytes
stream_record,"Retrieve the given record from the key-value store, as a stream.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record

Args:
    key (str): Key of the record to retrieve

Returns:
    dict, optional: The requested record as a context-managed streaming Response, or None, if the record does not exist",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/record/get-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#stream_record
set_record,"Set a value to the given record in the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/put-record

Args:
    key (str): The key of the record to save the value to
    value (Any): The value to save into the record
    content_type (str, optional): The content type of the saved value",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/record/put-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#set_record
delete_record,"Delete the specified record from the key-value store.

https://docs.apify.com/api/v2#/reference/key-value-stores/record/delete-record

Args:
    key (str): The key of the record which to delete",KeyValueStoreClientAsync,https://docs.apify.com/api/v2#/reference/key-value-stores/record/delete-record,https://docs.apify.com/api/client/python/reference/class/KeyValueStoreClientAsync#delete_record
__init__,Initialize the DatasetCollectionClient with the passed arguments.,DatasetCollectionClient,,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClient#__init__
list,"List the available datasets.

https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/get-list-of-datasets

Args:
    unnamed (bool, optional): Whether to include unnamed datasets in the list
    limit (int, optional): How many datasets to retrieve
    offset (int, optional): What dataset to include as first when retrieving the list
    desc (bool, optional): Whether to sort the datasets in descending order based on their modification date

Returns:
    ListPage: The list of available datasets matching the specified filters.",DatasetCollectionClient,https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/get-list-of-datasets,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClient#list
get_or_create,"Retrieve a named dataset, or create a new one when it doesn't exist.

https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/create-dataset

Args:
    name (str, optional): The name of the dataset to retrieve or create.
    schema (dict, optional): The schema of the dataset

Returns:
    dict: The retrieved or newly-created dataset.",DatasetCollectionClient,https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/create-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClient#get_or_create
__init__,Initialize the DatasetCollectionClientAsync with the passed arguments.,DatasetCollectionClientAsync,,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClientAsync#__init__
list,"List the available datasets.

https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/get-list-of-datasets

Args:
    unnamed (bool, optional): Whether to include unnamed datasets in the list
    limit (int, optional): How many datasets to retrieve
    offset (int, optional): What dataset to include as first when retrieving the list
    desc (bool, optional): Whether to sort the datasets in descending order based on their modification date

Returns:
    ListPage: The list of available datasets matching the specified filters.",DatasetCollectionClientAsync,https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/get-list-of-datasets,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClientAsync#list
get_or_create,"Retrieve a named dataset, or create a new one when it doesn't exist.

https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/create-dataset

Args:
    name (str, optional): The name of the dataset to retrieve or create.
    schema (dict, optional): The schema of the dataset

Returns:
    dict: The retrieved or newly-created dataset.",DatasetCollectionClientAsync,https://docs.apify.com/api/v2#/reference/datasets/dataset-collection/create-dataset,https://docs.apify.com/api/client/python/reference/class/DatasetCollectionClientAsync#get_or_create
get_webhook_representation,Prepare webhook dictionary representation for clients.,apify_client.clients.resource_clients.webhook,,https://docs.apify.com/api/client/python/reference/class/apify_client.clients.resource_clients.webhook#get_webhook_representation
__init__,Initialize the WebhookClient.,WebhookClient,,https://docs.apify.com/api/client/python/reference/class/WebhookClient#__init__
get,"Retrieve the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook

Returns:
    dict, optional: The retrieved webhook, or None if it does not exist",WebhookClient,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClient#get
update,"Update the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook

Args:
    event_types (list of WebhookEventType, optional): List of event types that should trigger the webhook. At least one is required.
    request_url (str, optional): URL that will be invoked once the webhook is triggered.
    payload_template (str, optional): Specification of the payload that will be sent to request_url
    actor_id (str, optional): Id of the actor whose runs should trigger the webhook.
    actor_task_id (str, optional): Id of the actor task whose runs should trigger the webhook.
    actor_run_id (str, optional): Id of the actor run which should trigger the webhook.
    ignore_ssl_errors (bool, optional): Whether the webhook should ignore SSL errors returned by request_url
    do_not_retry (bool, optional): Whether the webhook should retry sending the payload to request_url upon
                                   failure.
    is_ad_hoc (bool, optional): Set to True if you want the webhook to be triggered only the first time the
                                condition is fulfilled. Only applicable when actor_run_id is filled.

Returns:
    dict: The updated webhook",WebhookClient,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClient#update
delete,"Delete the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/delete-webhook",WebhookClient,,https://docs.apify.com/api/client/python/reference/class/WebhookClient#delete
test,"Test a webhook.

Creates a webhook dispatch with a dummy payload.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook

Returns:
    dict, optional: The webhook dispatch created by the test",WebhookClient,https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClient#test
dispatches,"Get dispatches of the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection/get-collection

Returns:
    WebhookDispatchCollectionClient: A client allowing access to dispatches of this webhook using its list method",WebhookClient,https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection/get-collection,https://docs.apify.com/api/client/python/reference/class/WebhookClient#dispatches
__init__,Initialize the WebhookClientAsync.,WebhookClientAsync,,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#__init__
get,"Retrieve the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook

Returns:
    dict, optional: The retrieved webhook, or None if it does not exist",WebhookClientAsync,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/get-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#get
update,"Update the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook

Args:
    event_types (list of WebhookEventType, optional): List of event types that should trigger the webhook. At least one is required.
    request_url (str, optional): URL that will be invoked once the webhook is triggered.
    payload_template (str, optional): Specification of the payload that will be sent to request_url
    actor_id (str, optional): Id of the actor whose runs should trigger the webhook.
    actor_task_id (str, optional): Id of the actor task whose runs should trigger the webhook.
    actor_run_id (str, optional): Id of the actor run which should trigger the webhook.
    ignore_ssl_errors (bool, optional): Whether the webhook should ignore SSL errors returned by request_url
    do_not_retry (bool, optional): Whether the webhook should retry sending the payload to request_url upon
                                   failure.
    is_ad_hoc (bool, optional): Set to True if you want the webhook to be triggered only the first time the
                                condition is fulfilled. Only applicable when actor_run_id is filled.

Returns:
    dict: The updated webhook",WebhookClientAsync,https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/update-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#update
delete,"Delete the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-object/delete-webhook",WebhookClientAsync,,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#delete
test,"Test a webhook.

Creates a webhook dispatch with a dummy payload.

https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook

Returns:
    dict, optional: The webhook dispatch created by the test",WebhookClientAsync,https://docs.apify.com/api/v2#/reference/webhooks/webhook-test/test-webhook,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#test
dispatches,"Get dispatches of the webhook.

https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection/get-collection

Returns:
    WebhookDispatchCollectionClientAsync: A client allowing access to dispatches of this webhook using its list method",WebhookClientAsync,https://docs.apify.com/api/v2#/reference/webhooks/dispatches-collection/get-collection,https://docs.apify.com/api/client/python/reference/class/WebhookClientAsync#dispatches
__init__,Initialize the UserClient.,UserClient,,https://docs.apify.com/api/client/python/reference/class/UserClient#__init__
get,"Return information about user account.

You receive all or only public info based on your token permissions.

https://docs.apify.com/api/v2#/reference/users

Returns:
    The retrieved user data, or None if the user does not exist.",UserClient,https://docs.apify.com/api/v2#/reference/users,https://docs.apify.com/api/client/python/reference/class/UserClient#get
